experiment,config,param_value,rep,snapshot_id,logical_ts,success,skipped,retries,duration_ms,causal_consistent,causal_violation_count,conservation_holds,recovery_verified,recovery_conservation_holds,convergence_ms,drain_ms,finalize_ms,validation_ms,commit_ms,recovery_ms,balance_sum,in_transit_total,message_count,control_bytes,write_log_entries,write_log_bytes,dependency_tags_checked,delta_blocks
cluster,row_two_phase,default,1,1,116478834257559552,True,False,0,459.00220796465874,True,0,True,True,True,87.72837510332465,144.70870792865753,72.49637506902218,74.91199998185039,74.79341607540846,78.89616722241044,100000,0,24,6556,27,3391,0,
cluster,row_two_phase,default,1,2,116478834386075648,True,False,0,399.85566632822156,True,0,True,True,True,86.91466692835093,91.62391722202301,78.60241737216711,65.0700000114739,64.9449578486383,77.24275020882487,100000,0,24,7927,31,3889,0,
cluster,row_two_phase,default,1,3,116478834510790656,True,False,0,418.67079166695476,True,0,True,True,True,96.862374804914,99.41641613841057,74.07966582104564,70.3925839625299,70.24170830845833,77.64695817604661,100000,0,24,8945,32,4020,0,
cluster,row_two_phase,default,1,4,116478834636619776,True,False,0,471.20716562494636,True,0,True,True,True,90.82641685381532,78.98179162293673,151.95954171940684,68.26141709461808,68.1032920256257,80.91925038024783,100000,0,24,10238,36,4516,0,
cluster,row_two_phase,default,1,5,116478834765856768,True,False,0,408.7859997525811,True,0,True,True,True,85.33483324572444,91.70187497511506,77.38966727629304,72.23691698163748,71.99312513694167,81.89820870757103,100000,0,24,10143,28,3516,0,
cluster,row_two_phase,default,1,6,116478834891096064,True,False,0,424.48966670781374,True,0,True,True,True,85.40595788508654,76.8256252631545,70.24812512099743,95.49087518826127,95.45150026679039,96.4060421101749,100000,0,24,10756,26,3262,0,
cluster,row_two_phase,default,1,7,116478835017252864,True,False,0,404.61608255282044,True,0,True,True,True,94.59820808842778,81.31250040605664,69.00341622531414,71.40254229307175,71.26870797947049,88.03350012749434,100000,0,24,12150,31,3885,0,
cluster,row_two_phase,default,1,8,116478835142230016,True,False,0,533.4624173119664,True,0,True,True,True,153.33187486976385,126.77745893597603,76.29145821556449,90.14837490394711,89.8313750512898,86.58183412626386,100000,0,24,15338,52,6531,0,
cluster,row_two_phase,default,1,9,116478835275595776,True,False,0,455.77783277258277,True,0,True,True,True,82.38649973645806,72.23408296704292,68.75583296641707,159.57350004464388,159.4585827551782,72.56145821884274,100000,0,24,13357,27,3388,0,
cluster,row_two_phase,default,1,10,116478835403849728,True,False,0,493.3778331615031,True,0,True,True,True,92.44629181921482,78.35891703143716,88.44516705721617,86.625250056386,86.49108279496431,147.2457079216838,100000,0,24,14663,31,3894,0,
cluster,row_two_phase,default,1,11,116478835534594048,True,False,0,398.00316700711846,True,0,True,True,True,80.24262497201562,63.897499814629555,72.9084168560803,72.40575039759278,72.27641716599464,108.30383375287056,100000,0,24,15343,30,3762,0,
cluster,row_two_phase,default,1,12,116478835659046912,True,False,0,504.00029215961695,True,0,True,True,True,91.93295892328024,137.58495915681124,75.98391687497497,101.87475010752678,101.70945804566145,96.01270779967308,100000,0,24,16285,31,3892,0,
cluster,row_two_phase,default,1,13,116478835790577664,True,False,0,478.3041663467884,True,0,True,True,True,83.7133340537548,158.16162526607513,91.44716709852219,67.00212508440018,66.9022910296917,77.65916688367724,100000,0,24,17086,31,3891,0,
cluster,row_two_phase,default,1,14,116478835920338944,True,False,0,543.1866659782827,True,0,True,True,True,89.7993752732873,80.4242086596787,149.1693747229874,73.25208419933915,73.1144999153912,150.1618749462068,100000,0,24,18342,35,4395,0,
cluster,row_two_phase,default,1,15,116478836054294528,True,False,0,516.4337498135865,True,0,True,True,True,85.82354197278619,128.70741728693247,70.72412455454469,150.90783266350627,150.76954197138548,79.92712501436472,100000,0,24,18329,27,3392,0,
