experiment,config,param_value,rep,snapshot_id,logical_ts,success,skipped,retries,duration_ms,causal_consistent,causal_violation_count,conservation_holds,recovery_verified,recovery_conservation_holds,convergence_ms,drain_ms,finalize_ms,validation_ms,commit_ms,recovery_ms,balance_sum,in_transit_total,message_count,control_bytes,write_log_entries,write_log_bytes,dependency_tags_checked,delta_blocks
cluster,row_speculative,default,1,1,116478797036388352,True,False,0,407.17612486332655,True,0,True,True,True,89.63862480595708,90.54004214704037,77.4016659706831,65.43295783922076,65.29166689142585,83.89966702088714,100000,0,24,6411,27,3391,0,
cluster,row_speculative,default,1,2,116478797161496576,True,False,0,454.9808748997748,True,0,True,True,True,102.66487533226609,77.39016693085432,72.27483438327909,114.29229192435741,114.08037459477782,87.80429186299443,100000,0,24,7457,30,3762,0,
cluster,row_speculative,default,1,3,116478797289750528,True,False,0,473.8470003940165,True,0,True,True,True,98.25049992650747,99.95395876467228,71.06916606426239,63.725000247359276,63.61133325845003,140.53766708821058,100000,0,24,8519,34,4262,0,
cluster,row_speculative,default,1,4,116478797419249664,True,False,0,520.2098749577999,True,0,True,True,True,85.68091690540314,101.65874985978007,154.50604213401675,99.88191723823547,99.75175000727177,78.083417378366,100000,0,24,9263,35,4394,0,
cluster,row_speculative,default,1,5,116478797551763456,True,False,0,509.0942080132663,True,0,True,True,True,111.7253340780735,66.47358322516084,81.55166590586305,75.14504110440612,75.01362496986985,173.9323753863573,100000,0,24,10482,40,5025,0,
cluster,row_speculative,default,1,6,116478797683490816,True,False,0,489.51887525618076,True,0,True,True,True,85.27962490916252,142.95670902356505,79.44670924916863,82.24808378145099,82.1268749423325,98.30712480470538,100000,0,24,9995,30,3769,0,
cluster,row_speculative,default,1,7,116478797813972992,True,False,0,524.6427496895194,True,0,True,True,True,127.02183285728097,73.52979108691216,82.36595802009106,89.47837492451072,89.3410830758512,151.87999978661537,100000,0,24,11819,41,5148,0,
cluster,row_speculative,default,1,8,116478797946748928,True,False,0,410.06245790049434,True,0,True,True,True,95.58129077777267,62.133333180099726,75.4090417176485,75.62316721305251,75.49975020810962,100.94537492841482,100000,0,24,11467,32,4026,0,
cluster,row_speculative,default,1,9,116478798072053760,True,False,0,377.58791726082563,True,0,True,True,True,88.36658298969269,59.35900006443262,76.35745918378234,71.16249995306134,71.06187520548701,82.06062484532595,100000,0,24,11298,25,3143,0,
cluster,row_speculative,default,1,10,116478798195130368,True,False,0,555.7355838827789,True,0,True,True,True,93.1117907166481,103.09662483632565,165.92649975791574,100.13191681355238,100.01358296722174,93.07870781049132,100000,0,24,13458,39,4894,0,
cluster,row_speculative,default,1,11,116478798330068992,True,False,0,533.3703747019172,True,0,True,True,True,89.4829579629004,148.2496247626841,76.70916710048914,139.22737538814545,139.14608303457499,79.563541803509,100000,0,24,13170,31,3886,0,
cluster,row_speculative,default,1,12,116478798463434752,True,False,0,473.0758750811219,True,0,True,True,True,105.92733323574066,68.00579093396664,123.15237475559115,76.61237521097064,76.47608267143369,99.03716715052724,100000,0,24,14296,36,4520,0,
cluster,row_speculative,default,1,13,116478798592868352,True,False,0,422.58787527680397,True,0,True,True,True,88.8870838098228,101.45770804956555,73.13370797783136,72.02470814809203,71.81808399036527,86.8963748216629,100000,0,24,14192,30,3766,0,
cluster,row_speculative,default,1,14,116478798719025152,True,False,0,463.5320417582989,True,0,True,True,True,103.8745827972889,79.199334140867,89.50358303263783,69.09333309158683,68.67266586050391,121.27049965783954,100000,0,24,15427,36,4523,0,
cluster,row_speculative,default,1,15,116478798847803392,True,False,0,538.3265838027,True,0,True,True,True,100.67820874974132,200.0769590958953,67.93895829468966,75.2767501398921,75.142374727875,94.11283303052187,100000,0,24,15590,32,4016,0,
