experiment,config,param_value,rep,snapshot_id,logical_ts,success,skipped,retries,duration_ms,causal_consistent,causal_violation_count,conservation_holds,recovery_verified,recovery_conservation_holds,convergence_ms,drain_ms,finalize_ms,validation_ms,commit_ms,recovery_ms,balance_sum,in_transit_total,message_count,control_bytes,write_log_entries,write_log_bytes,dependency_tags_checked,delta_blocks
cluster,row_two_phase,default,1,1,116478899977977856,True,False,0,440.42137498036027,True,0,True,True,True,89.04366614297032,100.67787487059832,75.47083357349038,75.96924994140863,75.8173749782145,98.89120934531093,100000,0,24,9489,55,6902,0,
cluster,row_two_phase,default,1,2,116478900105248768,True,False,0,548.8427910022438,True,0,True,True,True,88.0430843681097,200.04425011575222,68.59012506902218,87.2418750077486,87.10783300921321,104.65041594579816,100000,0,24,10061,53,6654,0,
cluster,row_two_phase,default,1,3,116478900239663104,True,False,0,440.5920412391424,True,0,True,True,True,96.41483286395669,55.48391677439213,102.2539590485394,96.04987502098083,95.9103750064969,90.02866735681891,100000,0,24,10896,54,6781,0,
cluster,row_two_phase,default,1,4,116478900366868480,True,False,0,436.2000417895615,True,0,True,True,True,83.44412501901388,126.4444156549871,74.64837515726686,70.10137476027012,69.92150004953146,81.13870909437537,100000,0,24,10584,45,5646,0,
cluster,row_two_phase,default,1,5,116478900493942784,True,False,0,479.1089999489486,True,0,True,True,True,79.09524999558926,80.356250051409,66.33649999275804,147.30045897886157,147.15837500989437,105.76270800083876,100000,0,24,11254,45,5647,0,
cluster,row_two_phase,default,1,6,116478900623769600,True,False,0,546.0578333586454,True,0,True,True,True,87.61058328673244,158.7917497381568,80.785249825567,69.02833329513669,68.84658290073276,149.55404214560986,100000,0,24,12770,52,6530,0,
cluster,row_two_phase,default,1,7,116478900757921792,True,False,0,412.7712077461183,True,0,True,True,True,83.50291568785906,86.45766600966454,88.1517082452774,75.79208305105567,75.63045807182789,78.4228341653943,100000,0,24,13700,54,6782,0,
cluster,row_two_phase,default,1,8,116478900883357696,True,False,0,424.32408407330513,True,0,True,True,True,82.9434166662395,74.47854103520513,81.01070811972022,96.85845812782645,96.70433402061462,88.34083285182714,100000,0,24,13871,49,6153,0,
cluster,row_two_phase,default,1,9,116478901009580032,True,False,0,404.2188748717308,True,0,True,True,True,85.02162527292967,77.75687519460917,73.66550015285611,81.20766701176763,81.06087474152446,86.25925006344914,100000,0,24,14402,47,5901,0,
cluster,row_two_phase,default,1,10,116478901134557184,True,False,0,510.2599998936057,True,0,True,True,True,92.77291595935822,79.86266585066915,142.99804205074906,106.18925001472235,105.99625017493963,88.10399984940886,100000,0,24,17086,65,8168,0,
cluster,row_two_phase,default,1,11,116478901266415616,True,False,0,597.9526252485812,True,0,True,True,True,97.29283396154642,185.24608295410872,68.55462538078427,163.09154173359275,162.93812496587634,83.45208410173655,100000,0,24,16907,57,7157,0,
cluster,row_two_phase,default,1,12,116478901403975680,True,False,0,449.6734580025077,True,0,True,True,True,95.0826657935977,85.93637496232986,84.46258306503296,99.22187495976686,99.07162515446544,84.57454200834036,100000,0,24,17615,57,7165,0,
cluster,row_two_phase,default,1,13,116478901531770880,True,False,0,395.0182911939919,True,0,True,True,True,89.4937920384109,76.63858402520418,82.8351667150855,71.98420912027359,71.73037528991699,73.68462486192584,100000,0,24,17440,50,6272,0,
cluster,row_two_phase,default,1,14,116478901656092672,True,False,0,453.9729170501232,True,0,True,True,True,94.39487522467971,77.03199982643127,79.2344999499619,79.57041682675481,79.24350025132298,123.44441702589393,100000,0,24,19025,58,7283,0,
cluster,row_two_phase,default,1,15,116478901784281088,True,False,0,532.4674169532955,True,0,True,True,True,160.6951248832047,84.49066709727049,88.32391677424312,85.37625009194016,85.21858276799321,113.12058288604021,100000,0,24,24750,103,12938,0,
