experiment,config,param_value,rep,timestamp,writes_per_sec,coordinator_cpu_pct,total_writes,workload_running_nodes,pending_transfers,paused_retry_count,paused_wait_s,write_latency_count,write_latency_sum_ms,write_latency_max_ms,local_write_count,cross_transfer_count,cross_transfer_completed,pending_retry_count
cluster,row_pause_and_snap,default,1,2756054.375089625,198.85716261359977,-1.0,260,3,3,0,0.0,259,3055.259789250613,94.00000000005093,144,59,56,0
cluster,row_pause_and_snap,default,1,2756055.52291675,162.46000349391036,-1.0,448,3,2,0,0.0,446,5498.859167180854,94.00000000005093,244,102,100,0
cluster,row_pause_and_snap,default,1,2756056.666919583,126.33478781912292,-1.0,591,3,0,115,0.5750000000000003,591,7919.233535938474,329.00000000017826,331,130,130,0
cluster,row_pause_and_snap,default,1,2756057.8191615,198.4322830858694,-1.0,820,3,2,116,0.5800000000000003,818,10238.886534423273,329.00000000017826,485,168,166,0
cluster,row_pause_and_snap,default,1,2756058.962806625,114.4699398268049,-1.0,951,3,3,116,0.5800000000000003,950,12830.288873036352,458.1099580973387,557,198,195,0
cluster,row_pause_and_snap,default,1,2756060.390417708,79.6181711095151,-1.0,1041,3,0,208,1.0400000000000007,1041,15497.690122106633,458.1099580973387,623,209,209,0
cluster,row_pause_and_snap,default,1,2756061.535962125,142.14226361508827,-1.0,1245,3,3,353,1.7650000000000012,1244,18648.713951209174,762.6316249370575,788,229,226,0
cluster,row_pause_and_snap,default,1,2756062.672074916,144.07149090824788,-1.0,1409,3,1,353,1.7650000000000012,1409,21258.636244790523,762.6316249370575,862,274,273,0
cluster,row_pause_and_snap,default,1,2756063.862957166,178.61218111438026,-1.0,1612,3,3,353,1.7650000000000012,1612,23486.98995853465,762.6316249370575,987,313,310,0
cluster,row_pause_and_snap,default,1,2756064.995784125,199.10638069207502,-1.0,1850,3,3,444,2.2200000000000015,1849,25550.83957351644,762.6316249370575,1178,337,334,0
cluster,row_pause_and_snap,default,1,2756066.134394208,164.99899298663118,-1.0,2037,3,1,444,2.2200000000000015,2036,27858.72178503041,762.6316249370575,1280,378,377,0
cluster,row_pause_and_snap,default,1,2756067.287878916,169.50234218998708,-1.0,2232,3,3,444,2.2200000000000015,2229,30117.13753250524,762.6316249370575,1382,425,422,0
cluster,row_pause_and_snap,default,1,2756068.4511775,188.12007984924026,-1.0,2447,3,3,531,2.6549999999999976,2446,32305.58119929492,762.6316249370575,1550,449,446,0
cluster,row_pause_and_snap,default,1,2756069.595928291,155.73519593587852,-1.0,2628,3,2,531,2.6549999999999976,2627,34879.913536059576,762.6316249370575,1639,495,493,0
cluster,row_pause_and_snap,default,1,2756070.732224541,157.19806097100448,-1.0,2808,3,0,531,2.6549999999999976,2807,37399.354663296894,762.6316249370575,1731,538,538,0
cluster,row_pause_and_snap,default,1,2756071.880009875,175.16398420302946,-1.0,3008,3,2,608,3.0399999999999907,3006,39525.00723484854,762.6316249370575,1878,565,563,0
cluster,row_pause_and_snap,default,1,2756073.038714541,175.83636248213307,-1.0,3211,3,3,608,3.0399999999999907,3208,41512.17870025676,762.6316249370575,2005,603,600,0
cluster,row_pause_and_snap,default,1,2756074.180005,159.74839775645552,-1.0,3396,3,3,608,3.0399999999999907,3393,43864.460493024126,762.6316249370575,2103,647,644,0
cluster,row_pause_and_snap,default,1,2756075.349644,156.8675450578263,-1.0,3573,3,0,732,3.6599999999999797,3572,46378.14244768742,762.6316249370575,2238,667,667,0
cluster,row_pause_and_snap,default,1,2756076.47712775,186.32542987739865,-1.0,3793,3,3,732,3.6599999999999797,3790,48609.59220386257,762.6316249370575,2375,709,706,0
cluster,row_pause_and_snap,default,1,2756077.60464675,164.8616641501781,-1.0,3977,3,3,732,3.6599999999999797,3976,51132.4112041666,762.6316249370575,2470,754,751,0
cluster,row_pause_and_snap,default,1,2756078.751376416,173.08506529999462,-1.0,4171,3,0,783,3.914999999999975,4171,53196.70078688841,762.6316249370575,2595,788,788,0
cluster,row_pause_and_snap,default,1,2756079.874436708,181.4392581675879,-1.0,4380,3,2,842,4.20999999999997,4379,55732.71275423849,762.6316249370575,2738,821,819,0
cluster,row_pause_and_snap,default,1,2756081.015148708,177.093418698178,-1.0,4581,3,3,842,4.20999999999997,4578,58092.36875474835,762.6316249370575,2850,866,863,0
cluster,row_pause_and_snap,default,1,2756082.170067833,185.91998165378436,-1.0,4791,3,2,842,4.20999999999997,4790,60421.495378304826,762.6316249370575,2974,909,907,0
cluster,row_pause_and_snap,default,1,2756083.316869833,199.03334689502506,-1.0,5022,3,3,924,4.619999999999963,5020,62452.252672430855,762.6316249370575,3160,932,929,0
cluster,row_pause_and_snap,default,1,2756084.461680583,163.21122895725398,-1.0,5207,3,1,924,4.619999999999963,5207,65060.05021328565,762.6316249370575,3250,979,978,0
cluster,row_pause_and_snap,default,1,2756085.615397541,167.544079305185,-1.0,5401,3,2,924,4.619999999999963,5399,67191.5852632792,762.6316249370575,3359,1021,1019,0
