experiment,config,param_value,rep,timestamp,writes_per_sec,coordinator_cpu_pct,total_writes,workload_running_nodes,pending_transfers,paused_retry_count,paused_wait_s,write_latency_count,write_latency_sum_ms,write_latency_max_ms,local_write_count,cross_transfer_count,cross_transfer_completed,pending_retry_count
cluster,row_speculative,default,1,2756292.340724125,182.7592754788589,-1.0,240,3,3,0,0.0,241,2233.5682127850305,79.00000000017826,161,41,38,0
cluster,row_speculative,default,1,2756293.473632583,173.33744370273772,-1.0,437,3,0,28,0.13999999999999999,437,3706.3638749455095,79.00000000017826,315,61,61,0
cluster,row_speculative,default,1,2756294.651477708,171.38095581329307,-1.0,630,3,0,28,0.13999999999999999,631,5558.749376959895,94.00000000005093,447,92,92,0
cluster,row_speculative,default,1,2756295.814981166,185.0217796363585,-1.0,849,3,1,56,0.2800000000000001,849,6850.9992408785365,94.00000000005093,631,109,108,0
cluster,row_speculative,default,1,2756296.955018083,171.86390271056996,-1.0,1049,3,0,79,0.39500000000000013,1049,8181.8852858018545,94.82100000604987,793,128,128,0
cluster,row_speculative,default,1,2756298.086501958,139.5177680189287,-1.0,1207,3,3,79,0.39500000000000013,1208,10184.869204330425,125.0,884,164,161,0
cluster,row_speculative,default,1,2756299.206744458,174.9204362982044,-1.0,1407,3,1,112,0.5600000000000003,1406,11554.655701021602,125.0,1045,181,180,0
cluster,row_speculative,default,1,2756300.389384083,164.22370883220105,-1.0,1589,3,2,112,0.5600000000000003,1590,13171.421877338616,125.0,1165,214,212,0
cluster,row_speculative,default,1,2756301.554484541,176.7740906800465,-1.0,1799,3,2,139,0.6950000000000003,1799,14708.19717477525,125.0,1340,230,228,0
cluster,row_speculative,default,1,2756302.69311575,166.91639409116416,-1.0,1996,3,0,139,0.6950000000000003,1996,16223.958342133756,125.0,1486,255,255,0
cluster,row_speculative,default,1,2756303.840643708,161.06600782829585,-1.0,2177,3,1,163,0.8150000000000004,2177,17823.08266495056,125.0,1619,279,278,0
cluster,row_speculative,default,1,2756304.960974916,165.58350474080638,-1.0,2368,3,1,192,0.9600000000000005,2367,19134.471126123117,125.0,1776,296,295,0
cluster,row_speculative,default,1,2756306.135352875,167.86411855074513,-1.0,2556,3,2,192,0.9600000000000005,2555,20774.091411727113,125.0,1904,326,324,0
cluster,row_speculative,default,1,2756307.272855166,162.58822278834182,-1.0,2747,3,3,214,1.0700000000000007,2746,22182.01375685112,125.0,2056,347,344,0
cluster,row_speculative,default,1,2756308.439284333,174.9221997513461,-1.0,2945,3,1,214,1.0700000000000007,2945,24102.172809934018,125.0,2190,378,377,0
cluster,row_speculative,default,1,2756309.564797625,168.09747263060189,-1.0,3142,3,0,238,1.1900000000000008,3141,25832.08226439092,125.0,2337,402,402,0
cluster,row_speculative,default,1,2756310.701120916,175.79391729760405,-1.0,3340,3,1,265,1.3250000000000008,3339,27118.332938433923,125.0,2499,421,420,0
cluster,row_speculative,default,1,2756311.834151083,184.76577584877174,-1.0,3550,3,2,265,1.3250000000000008,3549,28300.306479377014,125.0,2669,441,439,0
cluster,row_speculative,default,1,2756312.996344166,159.85175292694933,-1.0,3730,3,2,294,1.470000000000001,3730,29858.41177367547,125.0,2815,458,456,0
cluster,row_speculative,default,1,2756314.14614075,160.82680458860665,-1.0,3918,3,1,294,1.470000000000001,3917,31712.5518593989,125.0,2932,493,492,0
cluster,row_speculative,default,1,2756315.290339708,168.0095401242878,-1.0,4113,3,2,324,1.620000000000001,4110,33199.737538514004,125.0,3082,515,513,0
cluster,row_speculative,default,1,2756316.451677291,159.86983845281677,-1.0,4293,3,0,351,1.7550000000000012,4293,34917.60408184382,125.0,3219,537,537,0
cluster,row_speculative,default,1,2756317.615211083,154.01143879323888,-1.0,4472,3,2,351,1.7550000000000012,4472,36597.56942150125,125.0,3337,568,566,0
cluster,row_speculative,default,1,2756318.749275166,175.4664249594687,-1.0,4676,3,2,378,1.8900000000000015,4676,38017.219707855475,125.0,3502,588,586,0
cluster,row_speculative,default,1,2756319.896114583,159.55077206254077,-1.0,4858,3,3,378,1.8900000000000015,4857,39578.52808358666,125.0,3630,615,612,0
cluster,row_speculative,default,1,2756321.044635125,170.89451352196295,-1.0,5054,3,3,410,2.0500000000000016,5053,41044.1831621838,155.99999999994907,3790,633,630,0
