experiment,config,param_value,rep,timestamp,writes_per_sec,coordinator_cpu_pct,total_writes,workload_running_nodes,pending_transfers,paused_retry_count,paused_wait_s,write_latency_count,write_latency_sum_ms,write_latency_max_ms,local_write_count,cross_transfer_count,cross_transfer_completed,pending_retry_count
cluster,row_two_phase,default,1,2756260.605744625,157.7920564809579,-1.0,213,3,2,0,0.0,212,2364.8357423876405,86.91633306443691,125,44,42,0
cluster,row_two_phase,default,1,2756261.746570875,175.62644691604652,-1.0,410,3,1,26,0.12999999999999998,411,3798.1360369326467,86.91633306443691,284,64,63,0
cluster,row_two_phase,default,1,2756262.905695833,154.1685005443675,-1.0,586,3,1,26,0.12999999999999998,587,5689.2872014682325,86.91633306443691,397,95,94,0
cluster,row_two_phase,default,1,2756264.03086425,169.95254158566974,-1.0,786,3,2,53,0.26500000000000007,784,7144.192033414129,86.9326670654118,555,116,114,0
cluster,row_two_phase,default,1,2756265.161650416,159.1278312901544,-1.0,965,3,0,84,0.42000000000000015,963,8668.625494219668,88.65583268925548,693,135,135,0
cluster,row_two_phase,default,1,2756266.309989666,170.70950027021541,-1.0,1157,3,2,84,0.42000000000000015,1156,10075.665290728466,92.9999999998472,836,161,159,0
cluster,row_two_phase,default,1,2756267.465754833,181.06072869332021,-1.0,1364,3,1,105,0.5250000000000002,1364,11242.603377234445,108.9999999999236,1009,178,177,0
cluster,row_two_phase,default,1,2756268.60012975,161.7980347082029,-1.0,1554,3,1,105,0.5250000000000002,1551,12909.977300826995,108.9999999999236,1134,209,208,0
cluster,row_two_phase,default,1,2756269.7302475,176.26988687851124,-1.0,1751,3,1,135,0.6750000000000003,1751,14243.232038777933,155.99999999994907,1297,228,227,0
cluster,row_two_phase,default,1,2756270.852376541,157.66460915263235,-1.0,1930,3,0,135,0.6750000000000003,1929,15939.339083929099,155.99999999994907,1415,257,257,0
cluster,row_two_phase,default,1,2756272.010854375,152.1899952241388,-1.0,2101,3,3,161,0.8050000000000004,2100,17749.848494052912,155.99999999994907,1536,284,281,0
cluster,row_two_phase,default,1,2756273.16124925,165.0441345767484,-1.0,2292,3,2,191,0.9550000000000005,2291,19267.687619876142,155.99999999994907,1689,302,300,0
cluster,row_two_phase,default,1,2756274.290407083,154.65888160015157,-1.0,2470,3,2,191,0.9550000000000005,2469,20904.430778999085,155.99999999994907,1808,331,329,0
cluster,row_two_phase,default,1,2756275.43551,160.31186126219512,-1.0,2650,3,3,216,1.0800000000000007,2650,22490.53261014842,155.99999999994907,1950,351,348,0
cluster,row_two_phase,default,1,2756276.643162833,156.36745878646195,-1.0,2832,3,1,216,1.0800000000000007,2829,24275.520441759454,155.99999999994907,2066,382,381,0
cluster,row_two_phase,default,1,2756277.779560625,160.46026166691348,-1.0,3024,3,2,251,1.2550000000000008,3023,25653.054952826096,155.99999999994907,2231,397,395,0
cluster,row_two_phase,default,1,2756278.920603625,155.03008215939107,-1.0,3199,3,0,286,1.430000000000001,3199,27151.26237019149,155.99999999994907,2363,418,418,0
cluster,row_two_phase,default,1,2756280.052530666,177.87511740814165,-1.0,3403,3,1,300,1.5000000000000009,3402,28666.432661690123,155.99999999994907,2530,437,436,0
cluster,row_two_phase,default,1,2756281.253891125,166.1703774815138,-1.0,3590,3,1,327,1.6350000000000011,3590,30132.687046870615,155.99999999994907,2678,456,455,0
cluster,row_two_phase,default,1,2756282.384683583,164.7912586341527,-1.0,3788,3,2,327,1.6350000000000011,3788,31808.155214797807,155.99999999994907,2824,483,481,0
cluster,row_two_phase,default,1,2756283.54684775,171.53731078395316,-1.0,3983,3,3,357,1.7850000000000013,3982,33368.54808926227,155.99999999994907,2970,508,505,0
cluster,row_two_phase,default,1,2756284.690756125,170.36194086679487,-1.0,4182,3,0,357,1.7850000000000013,4180,34966.62942342118,155.99999999994907,3124,528,528,0
cluster,row_two_phase,default,1,2756285.834738875,171.41330414785975,-1.0,4377,3,1,387,1.9350000000000014,4376,36351.39037689942,155.99999999994907,3279,549,548,0
cluster,row_two_phase,default,1,2756286.97598175,165.2227825727773,-1.0,4567,3,1,415,2.0750000000000015,4565,37800.26812703545,155.99999999994907,3426,570,569,0
cluster,row_two_phase,default,1,2756288.12153475,165.49606886783755,-1.0,4756,3,1,415,2.0750000000000015,4754,39586.82162882405,155.99999999994907,3549,603,602,0
cluster,row_two_phase,default,1,2756289.263097083,187.70545987204207,-1.0,4969,3,1,442,2.2100000000000017,4969,40855.322752792745,155.99999999994907,3733,619,618,0
cluster,row_two_phase,default,1,2756290.41240075,162.11175823147988,-1.0,5156,3,2,442,2.2100000000000017,5154,42338.65013727563,155.99999999994907,3864,646,644,0
