experiment,config,param_value,rep,snapshot_id,logical_ts,success,skipped,retries,duration_ms,causal_consistent,causal_violation_count,conservation_holds,recovery_verified,recovery_conservation_holds,convergence_ms,drain_ms,finalize_ms,validation_ms,commit_ms,recovery_ms,balance_sum,in_transit_total,message_count,control_bytes,write_log_entries,write_log_bytes,dependency_tags_checked,delta_blocks
cluster,row_speculative,default,1,1,116478880095666176,True,False,0,403.9673339575529,True,0,True,True,True,87.12616562843323,82.8455830924213,77.89550023153424,76.14929182454944,76.0480840690434,79.68833390623331,100000,0,24,5256,18,2258,0,
cluster,row_speculative,default,1,2,116478880220512256,True,False,0,464.3432921729982,True,0,True,True,True,86.80454222485423,135.98283426836133,71.2075000628829,67.16691609472036,67.10258312523365,102.95791691169143,100000,0,24,5605,16,2009,0,
cluster,row_speculative,default,1,3,116478880349356032,True,False,0,444.27345786243677,True,0,True,True,True,100.24933284148574,63.72141744941473,62.673917040228844,81.41037495806813,81.3133749179542,135.93729073181748,100000,0,24,6546,20,2510,0,
cluster,row_speculative,default,1,4,116478880476889088,True,False,0,460.21874994039536,True,0,True,True,True,95.75454192236066,109.69058284536004,101.96916712448001,68.38437495753169,68.229790776968,84.10225016996264,100000,0,24,7390,22,2763,0,
cluster,row_speculative,default,1,5,116478880605536256,True,False,0,597.2387921065092,True,0,True,True,True,118.65229113027453,155.111082829535,71.13575004041195,75.86762495338917,75.78737521544099,176.18329171091318,100000,0,24,7965,22,2766,0,
cluster,row_speculative,default,1,6,116478880743161856,True,False,0,410.8109590597451,True,0,True,True,True,82.8164997510612,95.66791588440537,66.04337505996227,86.49824978783727,86.35379187762737,79.46779206395149,100000,0,24,7802,16,2009,0,
cluster,row_speculative,default,1,7,116478880868466688,True,False,0,480.7476671412587,True,0,True,True,True,83.97545898333192,98.59475027769804,80.72233386337757,65.09058317169547,65.03649987280369,152.28029200807214,100000,0,24,8412,17,2134,0,
cluster,row_speculative,default,1,8,116478880998359040,True,False,0,425.79016741365194,True,0,True,True,True,81.301833037287,130.85837475955486,60.199625324457884,70.92616613954306,70.84745913743973,82.29837520048022,100000,0,24,8708,15,1882,0,
cluster,row_speculative,default,1,9,116478881124646912,True,False,0,350.81037506461143,True,0,True,True,True,90.27908276766539,69.97062498703599,62.52412497997284,59.86641580238938,59.81508316472173,68.05274961516261,100000,0,24,9580,18,2261,0,
cluster,row_speculative,default,1,10,116478881246085120,True,False,0,469.673375133425,True,0,True,True,True,85.42962512001395,60.85812486708164,69.01429174467921,97.33875002712011,97.29099972173572,156.82662511244416,100000,0,24,9986,17,2129,0,
cluster,row_speculative,default,1,11,116478881375322112,True,False,0,398.8989577628672,True,0,True,True,True,88.40683288872242,64.49183402583003,85.60408279299736,76.75574999302626,76.65741723030806,83.3296668715775,100000,0,24,10466,18,2262,0,
cluster,row_speculative,default,1,12,116478881499840512,True,False,0,448.7157501280308,True,0,True,True,True,86.90208289772272,92.20020892098546,78.61679187044501,106.96720890700817,106.85904137790203,83.82179168984294,100000,0,24,10808,16,2009,0,
cluster,row_speculative,default,1,13,116478881627635712,True,False,0,493.4369586408138,True,0,True,True,True,102.89937490597367,107.72104235365987,70.20766707137227,105.73524981737137,105.4396671243012,106.5811668522656,100000,0,24,11590,18,2259,0,
cluster,row_speculative,default,1,14,116478881758380032,True,False,0,484.36720902100205,True,0,True,True,True,137.37658271566033,66.78649969398975,83.0442919395864,96.11829183995724,96.02783294394612,100.81350011751056,100000,0,24,12923,25,3138,0,
cluster,row_speculative,default,1,15,116478881888534528,True,False,0,483.89175022020936,True,0,True,True,True,94.26904190331697,80.9042090550065,73.51912464946508,147.1382500603795,147.0250841230154,87.81941700726748,100000,0,24,12724,19,2387,0,
