experiment,config,param_value,rep,timestamp,writes_per_sec,coordinator_cpu_pct,total_writes,workload_running_nodes,pending_transfers,paused_retry_count,paused_wait_s,write_latency_count,write_latency_sum_ms,write_latency_max_ms,local_write_count,cross_transfer_count,cross_transfer_completed,pending_retry_count
cluster,row_two_phase,default,1,2755924.004913166,185.84322578794502,-1.0,249,3,2,0,0.0,247,3040.5761621109377,108.9999999999236,135,57,55,0
cluster,row_two_phase,default,1,2755925.131437875,246.30355202682583,-1.0,531,3,3,31,0.15499999999999997,530,4711.276247721344,108.9999999999236,372,80,77,0
cluster,row_two_phase,default,1,2755926.255632416,172.35603211374504,-1.0,726,3,2,31,0.15499999999999997,724,6843.772371315026,108.9999999999236,486,120,118,0
cluster,row_two_phase,default,1,2755927.389767916,217.72594293893113,-1.0,971,3,3,60,0.30000000000000004,969,8769.80242262107,108.9999999999236,675,149,146,0
cluster,row_two_phase,default,1,2755928.532938208,172.97226694608233,-1.0,1165,3,0,87,0.43500000000000016,1165,10935.158186917306,112.24608402699232,803,181,181,0
cluster,row_two_phase,default,1,2755929.675116291,214.2964213445619,-1.0,1412,3,2,91,0.4550000000000002,1410,12930.613179975353,112.24608402699232,978,217,215,0
cluster,row_two_phase,default,1,2755930.855228708,244.10532662328947,-1.0,1691,3,2,117,0.5850000000000003,1689,14464.418469444809,112.24608402699232,1209,241,239,0
cluster,row_two_phase,default,1,2755932.005550958,169.46078669553242,-1.0,1889,3,2,117,0.5850000000000003,1889,16770.480589792896,112.24608402699232,1330,280,278,0
cluster,row_two_phase,default,1,2755933.135715833,206.00399509390743,-1.0,2128,3,3,175,0.8750000000000004,2126,18693.83867952365,202.99999999997453,1520,304,301,0
cluster,row_two_phase,default,1,2755934.287115541,179.54356144577756,-1.0,2330,3,3,175,0.8750000000000004,2329,21028.4035022828,202.99999999997453,1632,349,346,0
cluster,row_two_phase,default,1,2755935.414715,245.19146836834406,-1.0,2612,3,3,203,1.0150000000000006,2611,22839.171089042793,202.99999999997453,1861,376,373,0
cluster,row_two_phase,default,1,2755936.573360708,209.8984848605054,-1.0,2850,3,0,232,1.1600000000000008,2848,24848.94909946388,202.99999999997453,2038,405,405,0
cluster,row_two_phase,default,1,2755937.722870541,192.67870596412163,-1.0,3072,3,3,232,1.1600000000000008,3071,27062.485352417298,202.99999999997453,2174,450,447,0
cluster,row_two_phase,default,1,2755938.857704666,212.39492698975093,-1.0,3316,3,2,259,1.2950000000000008,3315,28999.936508772407,202.99999999997453,2360,479,477,0
cluster,row_two_phase,default,1,2755940.012063208,166.4235865178317,-1.0,3508,3,2,259,1.2950000000000008,3504,31138.91538206235,202.99999999997453,2460,523,521,0
cluster,row_two_phase,default,1,2755941.168953625,229.60256476338063,-1.0,3771,3,3,289,1.4450000000000007,3769,32911.985373040356,202.99999999997453,2674,549,546,0
cluster,row_two_phase,default,1,2755942.315939,182.04054629282854,-1.0,3983,3,0,289,1.4450000000000007,3982,35162.527635650345,202.99999999997453,2816,583,583,0
cluster,row_two_phase,default,1,2755943.463499833,193.18841760123993,-1.0,4203,3,2,339,1.6950000000000012,4201,37303.72942746953,202.99999999997453,2976,613,611,0
cluster,row_two_phase,default,1,2755944.616572791,211.8248227539912,-1.0,4444,3,3,364,1.8200000000000014,4444,39184.30500836803,202.99999999997453,3155,646,643,0
cluster,row_two_phase,default,1,2755945.754773041,156.0938836325552,-1.0,4625,3,2,364,1.8200000000000014,4624,41658.01317413661,202.99999999997453,3247,689,687,0
cluster,row_two_phase,default,1,2755946.887873833,211.5288874962027,-1.0,4867,3,3,396,1.9800000000000013,4865,43520.18159153067,202.99999999997453,3425,722,719,0
cluster,row_two_phase,default,1,2755948.060744291,160.70955323707472,-1.0,5047,3,2,396,1.9800000000000013,5047,45809.19071456583,202.99999999997453,3526,761,759,0
cluster,row_two_phase,default,1,2755949.206330833,206.8585236254911,-1.0,5291,3,3,426,2.1300000000000017,5290,47950.93259291889,202.99999999997453,3701,796,793,0
cluster,row_two_phase,default,1,2755950.357655541,201.07659745513175,-1.0,5521,3,0,460,2.3000000000000016,5520,50057.52583526646,202.99999999997453,3872,824,824,0
cluster,row_two_phase,default,1,2755951.484989666,190.2995044890156,-1.0,5741,3,2,460,2.3000000000000016,5739,52206.21212898368,202.99999999997453,4013,864,862,0
cluster,row_two_phase,default,1,2755952.6476675,226.2413163150836,-1.0,5994,3,1,492,2.460000000000001,5994,54155.06272216271,202.99999999997453,4217,889,888,0
cluster,row_two_phase,default,1,2755953.772389,189.19153764608234,-1.0,6214,3,2,492,2.460000000000001,6214,56315.2969339917,202.99999999997453,4354,931,929,0
