experiment,config,param_value,rep,snapshot_id,logical_ts,success,skipped,retries,duration_ms,causal_consistent,causal_violation_count,conservation_holds,recovery_verified,recovery_conservation_holds,convergence_ms,drain_ms,finalize_ms,validation_ms,commit_ms,recovery_ms,balance_sum,in_transit_total,message_count,control_bytes,write_log_entries,write_log_bytes,dependency_tags_checked,delta_blocks
cluster,row_speculative,default,1,1,116478858038345728,True,False,0,413.28712506219745,True,0,True,True,True,89.87595792859793,104.28441688418388,65.62924990430474,71.68883318081498,71.5706660412252,81.51612523943186,100000,0,24,6502,27,3389,0,
cluster,row_speculative,default,1,2,116478858163978240,True,False,0,451.53624983504415,True,0,True,True,True,95.08629236370325,107.87958418950438,78.97987496107817,91.83404222130775,91.40883293002844,77.4122909642756,100000,0,24,7853,32,4020,0,
cluster,row_speculative,default,1,3,116478858291904512,True,False,0,446.74904178828,True,0,True,True,True,112.27787518873811,98.76079112291336,76.79145783185959,77.58545875549316,77.43762480095029,80.98575007170439,100000,0,24,9661,41,5145,0,
cluster,row_speculative,default,1,4,116478858419634176,True,False,0,494.1225000657141,True,0,True,True,True,88.52470805868506,117.7292917855084,139.03983402997255,60.3929590433836,60.23849966004491,88.04441709071398,100000,0,24,9872,36,4523,0,
cluster,row_speculative,default,1,5,116478858550509568,True,False,0,650.4792077466846,True,0,True,True,True,84.68100009486079,80.68895898759365,154.95575033128262,71.83383405208588,71.72283390536904,258.2001253031194,100000,0,24,11727,46,5776,0,
cluster,row_speculative,default,1,6,116478858691543040,True,False,0,460.0599999539554,True,0,True,True,True,82.55529124289751,158.99137500673532,65.49199996516109,73.09220777824521,72.88595801219344,79.60070762783289,100000,0,24,10326,27,3391,0,
cluster,row_speculative,default,1,7,116478858820059136,True,False,0,400.72295907884836,True,0,True,True,True,98.50049996748567,64.4204169511795,72.75700010359287,85.70454176515341,85.508291143924,78.38200032711029,100000,0,24,11635,32,4022,0,
cluster,row_speculative,default,1,8,116478858944839680,True,False,0,414.9537496268749,True,0,True,True,True,89.62008403614163,95.59225011616945,77.7007918804884,68.67037480697036,68.53758310899138,83.07674992829561,100000,0,24,12163,30,3763,0,
cluster,row_speculative,default,1,9,116478859070406656,True,False,0,498.3705407939851,True,0,True,True,True,150.66958405077457,99.65791599825025,82.28750014677644,83.4985408000648,83.3801249973476,81.57150028273463,100000,0,24,15440,53,6654,0,
cluster,row_speculative,default,1,10,116478859201544192,True,False,0,564.8300424218178,True,0,True,True,True,89.18329095467925,118.52020816877484,67.37125013023615,151.66533272713423,151.54387475922704,137.75112479925156,100000,0,24,13450,29,3642,0,
cluster,row_speculative,default,1,11,116478859337007104,True,False,0,532.4363331310451,True,0,True,True,True,128.08595784008503,105.84820806980133,63.76908300444484,74.22574982047081,74.08950012177229,160.08854191750288,100000,0,24,15975,45,5649,0,
cluster,row_speculative,default,1,12,116478859470307328,True,False,0,460.74083307757974,True,0,True,True,True,89.73570819944143,68.01279075443745,73.4362076036632,81.47295797243714,81.36008307337761,147.82154187560081,100000,0,24,14774,28,3520,0,
cluster,row_speculative,default,1,13,116478859598888960,True,False,0,453.87283293530345,True,0,True,True,True,80.33933397382498,114.12099981680512,72.65841634944081,97.9398749768734,97.84912504255772,88.5694157332182,100000,0,24,15228,26,3266,0,
cluster,row_speculative,default,1,14,116478859727077376,True,False,0,439.409458078444,True,0,True,True,True,93.05837517604232,113.07287495583296,69.18799970299006,79.61054192855954,79.4905829243362,84.17858323082328,100000,0,24,16369,30,3769,0,
cluster,row_speculative,default,1,15,116478859854282752,True,False,0,432.8718329779804,True,0,True,True,True,145.23962512612343,67.01316684484482,76.04170823469758,75.26670815423131,75.11395821347833,69.00641694664955,100000,0,24,18639,44,5517,0,
