experiment,config,param_value,rep,timestamp,writes_per_sec,coordinator_cpu_pct,total_writes,workload_running_nodes,pending_transfers,paused_retry_count,paused_wait_s,write_latency_count,write_latency_sum_ms,write_latency_max_ms,local_write_count,cross_transfer_count,cross_transfer_completed,pending_retry_count
cluster,row_baseline,default,1,2756376.259698291,204.85300942980336,-1.0,252,3,1,0,0.0,251,2459.1604043616826,141.44799951463938,166,43,42,0
cluster,row_baseline,default,1,2756377.4155315,164.19975215893652,-1.0,441,3,1,0,0.0,439,4719.325603999096,141.44799951463938,286,77,76,0
cluster,row_baseline,default,1,2756378.5695475,192.20175987995202,-1.0,663,3,2,0,0.0,661,6531.1921380312015,141.44799951463938,449,107,105,0
cluster,row_baseline,default,1,2756379.719900791,225.94583989601554,-1.0,924,3,3,0,0.0,922,8720.899190851014,141.44799951463938,643,142,139,0
cluster,row_baseline,default,1,2756380.855549708,186.9145809703769,-1.0,1136,3,3,0,0.0,1137,10725.425231457393,141.44799951463938,796,171,168,0
cluster,row_baseline,default,1,2756382.003730666,158.50548701008879,-1.0,1319,3,3,0,0.0,1317,12978.370407611692,141.44799951463938,906,207,204,0
cluster,row_baseline,default,1,2756383.141906958,186.44684628980596,-1.0,1532,3,3,0,0.0,1531,14983.037950870312,141.44799951463938,1050,242,239,0
cluster,row_baseline,default,1,2756384.284649458,164.3542629340163,-1.0,1719,3,2,0,0.0,1718,17498.567699127307,144.15370859205723,1169,275,273,0
cluster,row_baseline,default,1,2756385.408572958,195.9380254369387,-1.0,1942,3,2,0,0.0,1942,19463.64741375328,144.15370859205723,1332,306,304,0
cluster,row_baseline,default,1,2756386.530325291,188.5872748940721,-1.0,2157,3,3,0,0.0,2154,21606.024830013666,144.15370859205723,1471,343,340,0
cluster,row_baseline,default,1,2756387.662374958,200.70706873827407,-1.0,2380,3,0,0,0.0,2379,23961.45465630252,144.15370859205723,1617,381,381,0
cluster,row_baseline,default,1,2756388.800943958,196.65726741891748,-1.0,2605,3,3,0,0.0,2602,25808.148981913746,144.15370859205723,1784,411,408,0
cluster,row_baseline,default,1,2756389.962668208,179.43011806626075,-1.0,2808,3,3,0,0.0,2806,27936.490766148836,144.15370859205723,1918,445,442,0
cluster,row_baseline,default,1,2756391.090690916,165.32469512387658,-1.0,2998,3,2,0,0.0,2998,30332.949311301036,144.15370859205723,2037,481,479,0
cluster,row_baseline,default,1,2756392.239959375,179.05505686430823,-1.0,3202,3,2,0,0.0,3200,32262.340439900527,144.15370859205723,2172,515,513,0
cluster,row_baseline,default,1,2756393.373976875,179.23781507828275,-1.0,3406,3,1,0,0.0,3406,34548.39101393827,144.15370859205723,2305,551,550,0
cluster,row_baseline,default,1,2756394.529748916,193.8930590356924,-1.0,3628,3,2,0,0.0,3626,36506.57470739225,144.15370859205723,2456,586,584,0
cluster,row_baseline,default,1,2756395.684762041,200.6959405018235,-1.0,3860,3,3,0,0.0,3858,38561.69175114064,144.15370859205723,2617,622,619,0
cluster,row_baseline,default,1,2756396.824836166,214.85931191081977,-1.0,4107,3,3,0,0.0,4106,40666.70391859043,144.15370859205723,2792,659,656,0
cluster,row_baseline,default,1,2756397.955848166,191.1483552598838,-1.0,4326,3,3,0,0.0,4324,42781.00599591335,144.15370859205723,2931,698,695,0
cluster,row_baseline,default,1,2756399.101130291,170.69642151997584,-1.0,4517,3,1,0,0.0,4517,45224.6076618012,144.15370859205723,3044,737,736,0
cluster,row_baseline,default,1,2756400.232580208,195.656341858124,-1.0,4743,3,2,0,0.0,4741,47187.256959742626,144.15370859205723,3197,773,771,0
cluster,row_baseline,default,1,2756401.381775416,192.67046481579354,-1.0,4961,3,3,0,0.0,4959,49089.69471756609,144.15370859205723,3342,810,807,0
cluster,row_baseline,default,1,2756402.524393666,194.0532540044833,-1.0,5185,3,0,0,0.0,5182,51027.751133354745,144.15370859205723,3494,844,844,0
cluster,row_baseline,default,1,2756403.665448875,196.8898836476661,-1.0,5409,3,2,0,0.0,5407,52972.07171359878,144.15370859205723,3645,882,880,0
cluster,row_baseline,default,1,2756404.804767,183.95532189325536,-1.0,5617,3,1,0,0.0,5617,55303.185839845355,144.15370859205723,3768,925,924,0
