experiment,config,param_value,rep,snapshot_id,logical_ts,success,skipped,retries,duration_ms,causal_consistent,causal_violation_count,conservation_holds,recovery_verified,recovery_conservation_holds,convergence_ms,drain_ms,finalize_ms,validation_ms,commit_ms,recovery_ms,balance_sum,in_transit_total,message_count,control_bytes,write_log_entries,write_log_bytes,dependency_tags_checked,delta_blocks
cluster,row_pause_and_snap,default,1,1,116478887604125696,True,False,0,595.1442499645054,True,0,True,True,True,92.38233277574182,137.9514173604548,,0.06720935925841331,78.88408284634352,82.49566704034805,100000,0,39,4275,0,2,0,
cluster,row_pause_and_snap,default,1,2,116478887741423616,True,False,0,500.0140839256346,True,0,True,True,True,84.35674989596009,62.88370816037059,,0.019208062440156937,72.97566626220942,75.6885833106935,100000,0,39,4978,0,2,0,
cluster,row_pause_and_snap,default,1,3,116478887872626688,True,False,0,621.0851669311523,True,0,True,True,True,82.28070801123977,91.04925021529198,,0.04574982449412346,78.82733270525932,131.4423750154674,100000,0,39,5657,0,2,0,
cluster,row_pause_and_snap,default,1,4,116478888011694080,True,False,0,595.9541252814233,True,0,True,True,True,111.70358303934336,90.05949972197413,,0.08829217404127121,74.25425015389919,94.38079176470637,100000,0,39,6480,0,2,0,
cluster,row_pause_and_snap,default,1,5,116478888149123072,True,False,0,714.5762499421835,True,0,True,True,True,110.02987483516335,123.93525009974837,,0.04912540316581726,87.77275029569864,168.65158267319202,100000,0,39,7118,0,2,0,
cluster,row_pause_and_snap,default,1,6,116478888294416384,True,False,0,643.0428749881685,True,0,True,True,True,84.36979213729501,176.0730412788689,,0.054541975259780884,70.40487509220839,81.20616711676121,100000,0,39,7764,0,2,0,
cluster,row_pause_and_snap,default,1,7,116478888434925568,True,False,0,606.8595829419792,True,0,True,True,True,89.99658422544599,106.70766700059175,,0.05958275869488716,85.16683289781213,98.42183301225305,100000,0,39,8368,0,2,0,
cluster,row_pause_and_snap,default,1,8,116478888573075456,True,False,0,539.9549999274313,True,0,True,True,True,91.09012503176928,96.61729214712977,,0.045833177864551544,76.3895409181714,90.7201673835516,100000,0,39,9032,0,2,0,
cluster,row_pause_and_snap,default,1,9,116478888706768896,True,False,0,649.5233750902116,True,0,True,True,True,86.32941683754325,143.73670797795057,,0.03741635009646416,82.2713328525424,135.33837534487247,100000,0,39,9649,0,2,0,
cluster,row_pause_and_snap,default,1,10,116478888847671296,True,False,0,610.3284172713757,True,0,True,True,True,101.07508301734924,141.21166616678238,,0.061833299696445465,64.59524994716048,89.4836662337184,100000,0,39,10339,0,2,0,
cluster,row_pause_and_snap,default,1,11,116478888986017792,True,False,0,710.4594581760466,True,0,True,True,True,88.13087502494454,217.41808392107487,,0.04149973392486572,87.57374994456768,91.48495923727751,100000,0,39,10995,0,2,0,
cluster,row_pause_and_snap,default,1,12,116478889131048960,True,False,0,615.7915000803769,True,0,True,True,True,150.2044158987701,80.14720818027854,,0.04291674122214317,71.59083429723978,89.73970916122198,100000,0,39,11539,0,2,0,
cluster,row_pause_and_snap,default,1,13,116478889269788672,True,False,0,647.9022079147398,True,0,True,True,True,103.8028341718018,168.84383372962475,,0.058749690651893616,79.47866711765528,78.22408294305205,100000,0,39,12101,0,2,0,
cluster,row_pause_and_snap,default,1,14,116478889410691072,True,False,0,530.977874994278,True,0,True,True,True,87.95529184862971,101.9464167766273,,0.059833284467458725,63.8419589959085,79.41883290186524,100000,0,39,12685,0,2,0,
